Time [s]	Biesel [m]	Stokes II 	StokesIII	Cnoidal
66.900000	0.036478	0.003368	0.050612	0.057491
67.000000	0.049306	0.040783	-0.992656	0.028295
67.100000	0.059978	0.077515	-1.602616	0.005244
67.200000	0.068030	0.108595	-1.283057	-0.010878
67.300000	0.073108	0.129687	-0.428917	-0.021359
67.400000	0.074991	0.137800	0.064049	-0.027880
67.500000	0.073596	0.131776	-0.311217	-0.031832
67.600000	0.068985	0.112476	-1.169086	-0.034188
67.700000	0.061359	0.082641	-1.614557	-0.035578
67.800000	0.051052	0.046444	-1.132225	-0.036387
67.900000	0.038513	0.008813	-0.096498	-0.036848
68.000000	0.024291	-0.025366	0.602331	-0.037093
68.100000	0.009007	-0.052021	0.439974	-0.037194
68.200000	-0.006670	-0.068517	-0.232372	-0.037181
68.300000	-0.022056	-0.074027	-0.556030	-0.037050
68.400000	-0.036478	-0.069588	-0.037447	-0.036763
68.500000	-0.049306	-0.057829	0.950081	-0.036236
68.600000	-0.059978	-0.042441	1.537161	-0.035317
68.700000	-0.068030	-0.027465	1.228391	-0.033744
68.800000	-0.073108	-0.016529	0.398902	-0.031084
68.900000	-0.074991	-0.012181	-0.080670	-0.026635
69.000000	-0.073596	-0.015416	0.284441	-0.019332
69.100000	-0.068985	-0.025495	1.117873	-0.007690
69.200000	-0.061359	-0.040078	1.548877	0.009971
69.300000	-0.051052	-0.055659	1.083834	0.034647
69.400000	-0.038513	-0.068213	0.099954	0.064728
69.500000	-0.024291	-0.073948	-0.532980	0.093776
69.600000	-0.009007	-0.070035	-0.323307	0.111211
69.700000	0.006670	-0.055176	0.352719	0.108744
69.800000	0.022056	-0.029915	0.634435	0.087634
69.900000	0.036478	0.003368	0.050612	0.057491
70.000000	0.049306	0.040783	-0.992656	0.028295
70.100000	0.059978	0.077515	-1.602616	0.005244
70.200000	0.068030	0.108595	-1.283057	-0.010878
70.300000	0.073108	0.129687	-0.428917	-0.021359
70.400000	0.074991	0.137800	0.064049	-0.027880
70.500000	0.073596	0.131776	-0.311217	-0.031832
70.600000	0.068985	0.112476	-1.169086	-0.034188
70.700000	0.061359	0.082641	-1.614557	-0.035578
70.800000	0.051052	0.046444	-1.132225	-0.036387
70.900000	0.038513	0.008813	-0.096498	-0.036848
71.000000	0.024291	-0.025366	0.602331	-0.037093
71.100000	0.009007	-0.052021	0.439974	-0.037194
71.200000	-0.006670	-0.068517	-0.232372	-0.037181
71.300000	-0.022056	-0.074027	-0.556030	-0.037050
71.400000	-0.036478	-0.069588	-0.037447	-0.036763
71.500000	-0.049306	-0.057829	0.950081	-0.036236
71.600000	-0.059978	-0.042441	1.537161	-0.035317
71.700000	-0.068030	-0.027465	1.228391	-0.033744
71.800000	-0.073108	-0.016529	0.398902	-0.031084
71.900000	-0.074991	-0.012181	-0.080670	-0.026635
72.000000	-0.073596	-0.015416	0.284441	-0.019332
72.100000	-0.068985	-0.025495	1.117873	-0.007690
72.200000	-0.061359	-0.040078	1.548877	0.009971
72.300000	-0.051052	-0.055659	1.083834	0.034647
72.400000	-0.038513	-0.068213	0.099954	0.064728
72.500000	-0.024291	-0.073948	-0.532980	0.093776
72.600000	-0.009007	-0.070035	-0.323307	0.111211
72.700000	0.006670	-0.055176	0.352719	0.108744
72.800000	0.022056	-0.029915	0.634435	0.087634
72.900000	0.036478	0.003368	0.050612	0.057491
73.000000	0.049306	0.040783	-0.992656	0.028295
73.100000	0.059978	0.077515	-1.602616	0.005244
73.200000	0.068030	0.108595	-1.283057	-0.010878
73.300000	0.073108	0.129687	-0.428917	-0.021359
73.400000	0.074991	0.137800	0.064049	-0.027880
73.500000	0.073596	0.131776	-0.311217	-0.031832
73.600000	0.068985	0.112476	-1.169086	-0.034188
73.700000	0.061359	0.082641	-1.614557	-0.035578
73.800000	0.051052	0.046444	-1.132225	-0.036387
73.900000	0.038513	0.008813	-0.096498	-0.036848
74.000000	0.024291	-0.025366	0.602331	-0.037093
74.100000	0.009007	-0.052021	0.439974	-0.037194
74.200000	-0.006670	-0.068517	-0.232372	-0.037181
74.300000	-0.022056	-0.074027	-0.556030	-0.037050
74.400000	-0.036478	-0.069588	-0.037447	-0.036763
74.500000	-0.049306	-0.057829	0.950081	-0.036236
74.600000	-0.059978	-0.042441	1.537161	-0.035317
74.700000	-0.068030	-0.027465	1.228391	-0.033744
74.800000	-0.073108	-0.016529	0.398902	-0.031084
74.900000	-0.074991	-0.012181	-0.080670	-0.026635
75.000000	-0.073596	-0.015416	0.284441	-0.019332
75.100000	-0.068985	-0.025495	1.117873	-0.007690
75.200000	-0.061359	-0.040078	1.548877	0.009971
75.300000	-0.051052	-0.055659	1.083834	0.034647
75.400000	-0.038513	-0.068213	0.099954	0.064728
75.500000	-0.024291	-0.073948	-0.532980	0.093776
75.600000	-0.009007	-0.070035	-0.323307	0.111211
75.700000	0.006670	-0.055176	0.352719	0.108744
75.800000	0.022056	-0.029915	0.634435	0.087634
75.900000	0.036478	0.003368	0.050612	0.057491
76.000000	0.049306	0.040783	-0.992656	0.028295
76.100000	0.059978	0.077515	-1.602616	0.005244
76.200000	0.068030	0.108595	-1.283057	-0.010878
76.300000	0.073108	0.129687	-0.428917	-0.021359
76.400000	0.074991	0.137800	0.064049	-0.027880
76.500000	0.073596	0.131776	-0.311217	-0.031832
76.600000	0.068985	0.112476	-1.169086	-0.034188
76.700000	0.061359	0.082641	-1.614557	-0.035578
76.800000	0.051052	0.046444	-1.132225	-0.036387
76.900000	0.038513	0.008813	-0.096498	-0.036848
77.000000	0.024291	-0.025366	0.602331	-0.037093
77.100000	0.009007	-0.052021	0.439974	-0.037194
77.200000	-0.006670	-0.068517	-0.232372	-0.037181
77.300000	-0.022056	-0.074027	-0.556030	-0.037050
77.400000	-0.036478	-0.069588	-0.037447	-0.036763
77.500000	-0.049306	-0.057829	0.950081	-0.036236
77.600000	-0.059978	-0.042441	1.537161	-0.035317
77.700000	-0.068030	-0.027465	1.228391	-0.033744
77.800000	-0.073108	-0.016529	0.398902	-0.031084
77.900000	-0.074991	-0.012181	-0.080670	-0.026635
78.000000	-0.073596	-0.015416	0.284441	-0.019332
78.100000	-0.068985	-0.025495	1.117873	-0.007690
78.200000	-0.061359	-0.040078	1.548877	0.009971
78.300000	-0.051052	-0.055659	1.083834	0.034647
78.400000	-0.038513	-0.068213	0.099954	0.064728
78.500000	-0.024291	-0.073948	-0.532980	0.093776
78.600000	-0.009007	-0.070035	-0.323307	0.111211
78.700000	0.006670	-0.055176	0.352719	0.108744
78.800000	0.022056	-0.029915	0.634435	0.087634
78.900000	0.036478	0.003368	0.050612	0.057491
79.000000	0.049306	0.040783	-0.992656	0.028295
79.100000	0.059978	0.077515	-1.602616	0.005244
79.200000	0.068030	0.108595	-1.283057	-0.010878
79.300000	0.073108	0.129687	-0.428917	-0.021359
79.400000	0.074991	0.137800	0.064049	-0.027880
79.500000	0.073596	0.131776	-0.311217	-0.031832
79.600000	0.068985	0.112476	-1.169086	-0.034188
79.700000	0.061359	0.082641	-1.614557	-0.035578
79.800000	0.051052	0.046444	-1.132225	-0.036387
79.900000	0.038513	0.008813	-0.096498	-0.036848
80.000000	0.024291	-0.025366	0.602331	-0.037093
80.100000	0.009007	-0.052021	0.439974	-0.037194
80.200000	-0.006670	-0.068517	-0.232372	-0.037181
80.300000	-0.022056	-0.074027	-0.556030	-0.037050
80.400000	-0.036478	-0.069588	-0.037447	-0.036763
80.500000	-0.049306	-0.057829	0.950081	-0.036236
80.600000	-0.059978	-0.042441	1.537161	-0.035317
80.700000	-0.068030	-0.027465	1.228391	-0.033744
80.800000	-0.073108	-0.016529	0.398902	-0.031084
80.900000	-0.074991	-0.012181	-0.080670	-0.026635
81.000000	-0.073596	-0.015416	0.284441	-0.019332
81.100000	-0.068985	-0.025495	1.117873	-0.007690
81.200000	-0.061359	-0.040078	1.548877	0.009971
81.300000	-0.051052	-0.055659	1.083834	0.034647
81.400000	-0.038513	-0.068213	0.099954	0.064728
81.500000	-0.024291	-0.073948	-0.532980	0.093776
81.600000	-0.009007	-0.070035	-0.323307	0.111211
81.700000	0.006670	-0.055176	0.352719	0.108744
81.800000	0.022056	-0.029915	0.634435	0.087634
81.900000	0.036478	0.003368	0.050612	0.057491
82.000000	0.049306	0.040783	-0.992656	0.028295
82.100000	0.059978	0.077515	-1.602616	0.005244
82.200000	0.068030	0.108595	-1.283057	-0.010878
82.300000	0.073108	0.129687	-0.428917	-0.021359
82.400000	0.074991	0.137800	0.064049	-0.027880
82.500000	0.073596	0.131776	-0.311217	-0.031832
82.600000	0.068985	0.112476	-1.169086	-0.034188
82.700000	0.061359	0.082641	-1.614557	-0.035578
82.800000	0.051052	0.046444	-1.132225	-0.036387
82.900000	0.038513	0.008813	-0.096498	-0.036848
83.000000	0.024291	-0.025366	0.602331	-0.037093
83.100000	0.009007	-0.052021	0.439974	-0.037194
83.200000	-0.006670	-0.068517	-0.232372	-0.037181
83.300000	-0.022056	-0.074027	-0.556030	-0.037050
83.400000	-0.036478	-0.069588	-0.037447	-0.036763
83.500000	-0.049306	-0.057829	0.950081	-0.036236
83.600000	-0.059978	-0.042441	1.537161	-0.035317
83.700000	-0.068030	-0.027465	1.228391	-0.033744
83.800000	-0.073108	-0.016529	0.398902	-0.031084
83.900000	-0.074991	-0.012181	-0.080670	-0.026635
84.000000	-0.073596	-0.015416	0.284441	-0.019332
84.100000	-0.068985	-0.025495	1.117873	-0.007690
84.200000	-0.061359	-0.040078	1.548877	0.009971
84.300000	-0.051052	-0.055659	1.083834	0.034647
84.400000	-0.038513	-0.068213	0.099954	0.064728
84.500000	-0.024291	-0.073948	-0.532980	0.093776
84.600000	-0.009007	-0.070035	-0.323307	0.111211
84.700000	0.006670	-0.055176	0.352719	0.108744
84.800000	0.022056	-0.029915	0.634435	0.087634
84.900000	0.036478	0.003368	0.050612	0.057491
85.000000	0.049306	0.040783	-0.992656	0.028295
85.100000	0.059978	0.077515	-1.602616	0.005244
85.200000	0.068030	0.108595	-1.283057	-0.010878
85.300000	0.073108	0.129687	-0.428917	-0.021359
85.400000	0.074991	0.137800	0.064049	-0.027880
85.500000	0.073596	0.131776	-0.311217	-0.031832
85.600000	0.068985	0.112476	-1.169086	-0.034188
85.700000	0.061359	0.082641	-1.614557	-0.035578
85.800000	0.051052	0.046444	-1.132225	-0.036387
85.900000	0.038513	0.008813	-0.096498	-0.036848
86.000000	0.024291	-0.025366	0.602331	-0.037093
86.100000	0.009007	-0.052021	0.439974	-0.037194
86.200000	-0.006670	-0.068517	-0.232372	-0.037181
86.300000	-0.022056	-0.074027	-0.556030	-0.037050
86.400000	-0.036478	-0.069588	-0.037447	-0.036763
86.500000	-0.049306	-0.057829	0.950081	-0.036236
86.600000	-0.059978	-0.042441	1.537161	-0.035317
86.700000	-0.068030	-0.027465	1.228391	-0.033744
86.800000	-0.073108	-0.016529	0.398902	-0.031084
86.900000	-0.074991	-0.012181	-0.080670	-0.026635
87.000000	-0.073596	-0.015416	0.284441	-0.019332
87.100000	-0.068985	-0.025495	1.117873	-0.007690
87.200000	-0.061359	-0.040078	1.548877	0.009971
87.300000	-0.051052	-0.055659	1.083834	0.034647
87.400000	-0.038513	-0.068213	0.099954	0.064728
87.500000	-0.024291	-0.073948	-0.532980	0.093776
87.600000	-0.009007	-0.070035	-0.323307	0.111211
87.700000	0.006670	-0.055176	0.352719	0.108744
87.800000	0.022056	-0.029915	0.634435	0.087634
87.900000	0.036478	0.003368	0.050612	0.057491
88.000000	0.049306	0.040783	-0.992656	0.028295
88.100000	0.059978	0.077515	-1.602616	0.005244
88.200000	0.068030	0.108595	-1.283057	-0.010878
88.300000	0.073108	0.129687	-0.428917	-0.021359
88.400000	0.074991	0.137800	0.064049	-0.027880
88.500000	0.073596	0.131776	-0.311217	-0.031832
88.600000	0.068985	0.112476	-1.169086	-0.034188
88.700000	0.061359	0.082641	-1.614557	-0.035578
88.800000	0.051052	0.046444	-1.132225	-0.036387
88.900000	0.038513	0.008813	-0.096498	-0.036848
89.000000	0.024291	-0.025366	0.602331	-0.037093
89.100000	0.009007	-0.052021	0.439974	-0.037194
89.200000	-0.006670	-0.068517	-0.232372	-0.037181
89.300000	-0.022056	-0.074027	-0.556030	-0.037050
89.400000	-0.036478	-0.069588	-0.037447	-0.036763
89.500000	-0.049306	-0.057829	0.950081	-0.036236
89.600000	-0.059978	-0.042441	1.537161	-0.035317
89.700000	-0.068030	-0.027465	1.228391	-0.033744
89.800000	-0.073108	-0.016529	0.398902	-0.031084
89.900000	-0.074991	-0.012181	-0.080670	-0.026635
90.000000	-0.073596	-0.015416	0.284441	-0.019332
90.100000	-0.068985	-0.025495	1.117873	-0.007690
90.200000	-0.061359	-0.040078	1.548877	0.009971
90.300000	-0.051052	-0.055659	1.083834	0.034647
90.400000	-0.038513	-0.068213	0.099954	0.064728
90.500000	-0.024291	-0.073948	-0.532980	0.093776
90.600000	-0.009007	-0.070035	-0.323307	0.111211
90.700000	0.006670	-0.055176	0.352719	0.108744
90.800000	0.022056	-0.029915	0.634435	0.087634
90.900000	0.036478	0.003368	0.050612	0.057491
91.000000	0.049306	0.040783	-0.992656	0.028295
91.100000	0.059978	0.077515	-1.602616	0.005244
91.200000	0.068030	0.108595	-1.283057	-0.010878
91.300000	0.073108	0.129687	-0.428917	-0.021359
91.400000	0.074991	0.137800	0.064049	-0.027880
91.500000	0.073596	0.131776	-0.311217	-0.031832
91.600000	0.068985	0.112476	-1.169086	-0.034188
91.700000	0.061359	0.082641	-1.614557	-0.035578
91.800000	0.051052	0.046444	-1.132225	-0.036387
91.900000	0.038513	0.008813	-0.096498	-0.036848
92.000000	0.024291	-0.025366	0.602331	-0.037093
92.100000	0.009007	-0.052021	0.439974	-0.037194
92.200000	-0.006670	-0.068517	-0.232372	-0.037181
92.300000	-0.022056	-0.074027	-0.556030	-0.037050
92.400000	-0.036478	-0.069588	-0.037447	-0.036763
92.500000	-0.049306	-0.057829	0.950081	-0.036236
92.600000	-0.059978	-0.042441	1.537161	-0.035317
92.700000	-0.068030	-0.027465	1.228391	-0.033744
92.800000	-0.073108	-0.016529	0.398902	-0.031084
92.900000	-0.074991	-0.012181	-0.080670	-0.026635
93.000000	-0.073596	-0.015416	0.284441	-0.019332
93.100000	-0.068985	-0.025495	1.117873	-0.007690
93.200000	-0.061359	-0.040078	1.548877	0.009971
93.300000	-0.051052	-0.055659	1.083834	0.034647
93.400000	-0.038513	-0.068213	0.099954	0.064728
93.500000	-0.024291	-0.073948	-0.532980	0.093776
93.600000	-0.009007	-0.070035	-0.323307	0.111211
93.700000	0.006670	-0.055176	0.352719	0.108744
93.800000	0.022056	-0.029915	0.634435	0.087634
93.900000	0.036478	0.003368	0.050612	0.057491
94.000000	0.049306	0.040783	-0.992656	0.028295
94.100000	0.059978	0.077515	-1.602616	0.005244
94.200000	0.068030	0.108595	-1.283057	-0.010878
94.300000	0.073108	0.129687	-0.428917	-0.021359
94.400000	0.074991	0.137800	0.064049	-0.027880
94.500000	0.073596	0.131776	-0.311217	-0.031832
94.600000	0.068985	0.112476	-1.169086	-0.034188
94.700000	0.061359	0.082641	-1.614557	-0.035578
94.800000	0.051052	0.046444	-1.132225	-0.036387
94.900000	0.038513	0.008813	-0.096498	-0.036848
95.000000	0.024291	-0.025366	0.602331	-0.037093
95.100000	0.009007	-0.052021	0.439974	-0.037194
95.200000	-0.006670	-0.068517	-0.232372	-0.037181
95.300000	-0.022056	-0.074027	-0.556030	-0.037050
95.400000	-0.036478	-0.069588	-0.037447	-0.036763
95.500000	-0.049306	-0.057829	0.950081	-0.036236
95.600000	-0.059978	-0.042441	1.537161	-0.035317
95.700000	-0.068030	-0.027465	1.228391	-0.033744
95.800000	-0.073108	-0.016529	0.398902	-0.031084
95.900000	-0.074991	-0.012181	-0.080670	-0.026635
96.000000	-0.073596	-0.015416	0.284441	-0.019332
96.100000	-0.068985	-0.025495	1.117873	-0.007690
96.200000	-0.061359	-0.040078	1.548877	0.009971
96.300000	-0.051052	-0.055659	1.083834	0.034647
96.400000	-0.038513	-0.068213	0.099954	0.064728
96.500000	-0.024291	-0.073948	-0.532980	0.093776
96.600000	-0.009007	-0.070035	-0.323307	0.111211
96.700000	0.006670	-0.055176	0.352719	0.108744
96.800000	0.022056	-0.029915	0.634435	0.087634
96.900000	0.036478	0.003368	0.050612	0.057491
97.000000	0.049306	0.040783	-0.992656	0.028295
97.100000	0.059978	0.077515	-1.602616	0.005244
97.200000	0.068030	0.108595	-1.283057	-0.010878
97.300000	0.073108	0.129687	-0.428917	-0.021359
97.400000	0.074991	0.137800	0.064049	-0.027880
97.500000	0.073596	0.131776	-0.311217	-0.031832
97.600000	0.068985	0.112476	-1.169086	-0.034188
97.700000	0.061359	0.082641	-1.614557	-0.035578
97.800000	0.051052	0.046444	-1.132225	-0.036387
97.900000	0.038513	0.008813	-0.096498	-0.036848
98.000000	0.024291	-0.025366	0.602331	-0.037093
98.100000	0.009007	-0.052021	0.439974	-0.037194
98.200000	-0.006670	-0.068517	-0.232372	-0.037181
98.300000	-0.022056	-0.074027	-0.556030	-0.037050
98.400000	-0.036478	-0.069588	-0.037447	-0.036763
98.500000	-0.049306	-0.057829	0.950081	-0.036236
98.600000	-0.059978	-0.042441	1.537161	-0.035317
98.700000	-0.068030	-0.027465	1.228391	-0.033744
98.800000	-0.073108	-0.016529	0.398902	-0.031084
98.900000	-0.074991	-0.012181	-0.080670	-0.026635
99.000000	-0.073596	-0.015416	0.284441	-0.019332
99.100000	-0.068985	-0.025495	1.117873	-0.007690
99.200000	-0.061359	-0.040078	1.548877	0.009971
99.300000	-0.051052	-0.055659	1.083834	0.034647
99.400000	-0.038513	-0.068213	0.099954	0.064728
99.500000	-0.024291	-0.073948	-0.532980	0.093776
99.600000	-0.009007	-0.070035	-0.323307	0.111211
99.700000	0.006670	-0.055176	0.352719	0.108744
99.800000	0.022056	-0.029915	0.634435	0.087634
99.900000	0.036478	0.003368	0.050612	0.057491
100.000000	0.049306	0.040783	-0.992656	0.028295
